Model already exists: ../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl
Loading the pre-trained diffusion model from "../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl"...
/home/zeus/miniconda3/envs/cloudspace/lib/python3.9/site-packages/torch/distributed/distributed_c10d.py:4631: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user. 
  warnings.warn(  # warn only once
Total parameters in U-Net:      60396419
Setting up optimizer...
Training for 50 kimg...

Step: 0 | Loss-mean:   9.55239487 | loss-std:   3.60628057
Step: 1 | Loss-mean:  16.56645966 | loss-std:   5.12474203
Step: 2 | Loss-mean:  18.03259468 | loss-std:   4.46528673
tick 0     kimg 0.0       time 8s           sec/tick 4.5     sec/kimg 280.37  maintenance 3.6    gpumem 2.33   reserved 2.42  
Step: 0 | Loss-mean:   9.07411957 | loss-std:   4.78710365
Step: 1 | Loss-mean:  13.03736973 | loss-std:   3.57819700
Step: 2 | Loss-mean:  14.55600357 | loss-std:   3.26643157
Step: 0 | Loss-mean:   9.81332970 | loss-std:   3.50434685
Step: 1 | Loss-mean:  17.70938683 | loss-std:   4.78397226
Step: 2 | Loss-mean:  18.72472954 | loss-std:   4.04161835
Step: 0 | Loss-mean:   8.65764809 | loss-std:   4.30164194
Step: 1 | Loss-mean:  15.69799900 | loss-std:   6.15000534
Step: 2 | Loss-mean:  16.60652924 | loss-std:   5.36777496
Step: 0 | Loss-mean:   8.25377750 | loss-std:   3.41118026
Step: 1 | Loss-mean:  14.70291710 | loss-std:   4.81894922
Step: 2 | Loss-mean:  15.89236832 | loss-std:   4.14526892
Step: 0 | Loss-mean:   8.94721031 | loss-std:   3.37399650
Step: 1 | Loss-mean:  13.72657204 | loss-std:   3.76353335
Step: 2 | Loss-mean:  14.83913898 | loss-std:   2.71587372
Step: 0 | Loss-mean:  10.11347389 | loss-std:   2.85897899
Step: 1 | Loss-mean:  14.86554623 | loss-std:   3.75695896
Step: 2 | Loss-mean:  15.76409721 | loss-std:   2.84974146
Step: 0 | Loss-mean:   9.39393902 | loss-std:   3.98497057
Step: 1 | Loss-mean:  14.22701073 | loss-std:   4.13441706
Step: 2 | Loss-mean:  14.21480274 | loss-std:   3.68208575
Step: 0 | Loss-mean:   9.88158607 | loss-std:   3.86793113
Step: 1 | Loss-mean:  13.84424496 | loss-std:   4.25437164
Step: 2 | Loss-mean:  14.25639725 | loss-std:   3.74974132
Step: 0 | Loss-mean:   7.47144318 | loss-std:   2.70209050
Step: 1 | Loss-mean:  14.69844246 | loss-std:   3.91966176
Step: 2 | Loss-mean:  15.03660774 | loss-std:   3.15013099
Step: 0 | Loss-mean:   9.27685261 | loss-std:   4.07904482
Step: 1 | Loss-mean:  11.74936581 | loss-std:   4.76569223
Step: 2 | Loss-mean:  12.02990627 | loss-std:   3.79887605
Step: 0 | Loss-mean:   9.72823334 | loss-std:   4.35797930
Step: 1 | Loss-mean:  14.54076767 | loss-std:   3.71118951
Step: 2 | Loss-mean:  14.24405098 | loss-std:   3.07456851
Step: 0 | Loss-mean:   9.49988365 | loss-std:   4.72252941
Step: 1 | Loss-mean:  13.25990963 | loss-std:   3.48074985
Step: 2 | Loss-mean:  12.62416649 | loss-std:   2.77189994
Step: 0 | Loss-mean:  10.49647713 | loss-std:   4.91857624
Step: 1 | Loss-mean:  13.75549889 | loss-std:   2.92249537
Step: 2 | Loss-mean:  12.91643429 | loss-std:   2.28393030
Step: 0 | Loss-mean:   8.64776802 | loss-std:   2.47503614
Step: 1 | Loss-mean:  13.96852875 | loss-std:   3.70610857
